left_eye_x,left_eye_y,right_eye_x,right_eye_y,mouth_x,mouth_y,left_ear_1_x,left_ear_1_y,left_ear_2_x,left_ear_2_y,left_ear_3_x,left_ear_3_y,right_ear_1_x,right_ear_1_y,right_ear_2_x,right_ear_2_y,right_ear_3_x,right_ear_3_y,file_names
153.24169769883156,93.62323768436909,192.84747540950775,94.98369321227074,174.7044324874878,126.76111981272697,125.46304240822792,77.7493491768837,119.24076452851295,29.07028142362833,151.2770913541317,55.17660453915596,192.82937049865723,54.69538830220699,228.27158868312836,24.8160632327199,218.83021295070648,74.14188981056213,ffd34833387ff1b2ea4b8f93b8935b9c.jpg
135.44589281082153,214.30911123752594,172.69602417945862,200.81645250320435,167.2774702310562,241.01558327674866,104.42709177732468,203.17627489566803,81.2244862318039,163.97491097450256,119.68529969453812,176.00345611572266,156.04372322559357,159.7738116979599,177.23149061203003,119.15784329175949,191.0453587770462,167.52201318740845,ff91f36ac0a302504645719511bc312c.jpg
221.65918350219727,112.91496455669403,267.1939507126808,116.76511913537979,244.25136297941208,151.88130363821983,189.0726014971733,91.94135293364525,184.95945632457733,39.24043569713831,219.94565427303314,70.69556415081024,267.2382965683937,72.05033116042614,309.6761405467987,40.46222660690546,294.1150367259979,96.97725623846054,ff8d452e68b2e44d8278c700e9601afe.jpg
395.46116638183594,179.10186767578125,485.02647399902344,190.21609497070312,439.8853454589844,268.67555236816406,327.90254974365234,132.6724090576172,317.21752166748047,12.272910118103027,389.77748107910156,84.64829063415527,482.78741455078125,90.25695991516113,565.5225677490234,17.190701007843018,541.1498565673828,143.7660026550293,ff84973cca2b3a9a039e0c26e1d71060.jpg
286.507178068161,228.53310379385948,348.32620745897293,228.51688086986542,324.1708232164383,281.6201901435852,238.8486647605896,203.32752439379692,227.08262783288956,127.59397910535336,278.517886698246,166.86361230909824,342.51913344860077,162.74822084605694,396.9936767220497,114.90299125015736,384.77229875326157,193.57559299468994,ff74338d2fd502a16d3fc02aa4f95e35.jpg
133.9743455350399,242.10941863059998,103.1398297548294,226.91793072223663,127.68671679496765,205.50601065158844,149.69899973273277,267.7779357433319,136.80553355813026,316.97257912158966,120.10592857003212,278.246370613575,89.75385662913322,257.1225492954254,56.1570662856102,262.9548073410988,80.52821110188961,229.88031631708145,ff49fd429d0802955c0a80127626b7bf.jpg
250.2344846725464,140.78810811042786,301.45642161369324,142.67006516456604,279.39584851264954,195.003479719162,209.4348669052124,115.68388342857361,200.28117299079895,41.940752416849136,244.34389173984528,82.5674906373024,297.0738410949707,81.83301240205765,344.53415870666504,35.35349294543266,332.00231194496155,111.6013377904892,ff1b82977872b09c76903dee7b45687a.jpg
209.53044295310974,204.5678347349167,281.3744246959686,210.73654294013977,243.210107088089,280.03787994384766,160.59260070323944,162.58758306503296,152.76607871055603,63.203901052474976,208.46740901470184,122.01709300279617,280.6355655193329,123.58655780553818,349.15828704833984,67.02881306409836,326.40784978866577,168.06133091449738,fedc495b1d2e489cf4e4355fcad77226.jpg
219.9040651321411,225.4914939403534,238.06631565093994,213.27950060367584,237.40246891975403,231.46775364875793,201.595276594162,227.01629996299744,188.9425665140152,216.07032418251038,207.4679583311081,212.14711666107178,227.06837952136993,194.98232007026672,239.6976798772812,171.02369666099548,244.69523131847382,194.36034560203552,feac5256f8b1490bb290e9f253bf9283.jpg
213.41390907764435,272.62023091316223,228.01795601844788,222.381129860878,254.8973560333252,258.7534785270691,179.5642077922821,294.0711975097656,131.36009871959686,288.96364569664,167.82119870185852,256.6321790218353,185.82724034786224,202.00805366039276,174.91750419139862,149.66228604316711,217.28870272636414,176.95440351963043,fe74b16e8eb634e7d082a63f4e2036a6.jpg
370.7259622812271,340.7804208993912,536.7212994098663,346.8079481124878,459.57263350486755,486.4115080833435,255.54119074344635,261.8718386888504,228.38629186153412,67.31596234440804,359.25197100639343,177.83352100849152,525.477484703064,179.57888621091843,666.0807821750641,65.97743692994118,628.4721293449402,266.2583737373352,fe4c08fd13235dc8816354a42d99133c.jpg
151.00024729967117,168.24179485440254,224.33185875415802,168.9461874961853,189.7091293334961,241.2103447318077,100.65906651318073,129.17430371046066,87.96355575323105,34.84202887862921,147.49233409762383,88.34123007953167,220.03349661827087,85.07297091186047,283.4313079714775,25.262478180229664,268.32638800144196,124.14082691073418,fe2d00c985223b80b0659d307607531c.jpg
94.40131857991219,199.79888945817947,81.92639797925949,174.1618774831295,109.4791330397129,174.1081215441227,91.07313863933086,223.58420491218567,57.071998715400696,252.0696222782135,65.66856242716312,219.08580511808395,56.00598268210888,190.1901438832283,22.98208326101303,174.91842806339264,65.83002023398876,163.20498660206795,fe07e71a06d37c4a8b25e85e008602b1.jpg
130.89902698993683,197.1205472946167,194.8346197605133,200.8552849292755,161.13510727882385,255.24455308914185,93.37075799703598,162.9563421010971,88.45289051532745,85.34829318523407,135.60818135738373,131.7416876554489,199.19748604297638,132.34876096248627,257.5432062149048,84.80493724346161,240.46283960342407,164.49399292469025,fe000d146fce6b8ff03097b2013acb49.jpg
452.7079772949219,508.9731140136719,494.7352294921875,485.28472900390625,489.6402587890625,534.0255737304688,409.3862609863281,496.2417907714844,377.2720947265625,445.5413818359375,422.53173828125,455.4465637207031,467.6153869628906,418.20751953125,502.64715576171875,355.77142333984375,511.53814697265625,425.1669006347656,fd7b6642b0e0629c09be868dd58f97d9.jpg
140.67980647087097,126.85013562440872,203.05021852254868,123.34980815649033,177.80043929815292,177.6588186621666,96.50051593780518,102.41866484284401,82.07996003329754,31.266462989151478,133.60007107257843,67.52336025238037,195.90771943330765,62.23604455590248,244.8965460062027,15.759863890707493,237.74756491184235,90.47982282936573,fd70abdd1847fb506abc52e0f3555c46.jpg
231.9945991039276,155.16620874404907,272.4825441837311,154.079407453537,259.91106033325195,202.1746188402176,196.54259085655212,135.80499589443207,184.5276951789856,70.04021108150482,223.62156212329865,104.08807545900345,265.1536464691162,99.96456652879715,302.3238480091095,56.23858794569969,295.93706130981445,123.3053132891655,fd1f899b5f4605699e02dc2d8f4cb209.jpg
306.16405606269836,341.17963910102844,268.1213319301605,336.91704273223877,289.573609828949,302.4231493473053,337.10116147994995,364.9247884750366,337.9790782928467,427.26022005081177,307.5791597366333,389.61270451545715,269.28284764289856,380.72729110717773,240.40177464485168,403.2263159751892,247.10515141487122,354.8388481140137,fcc87a930cdcd115cce1556df72dd353.jpg
157.45184049010277,120.30129817128181,235.98831993341446,121.66270226240158,199.8123591542244,181.85647022724152,105.35211217403412,88.63212990760803,92.62591141462326,4.782074321061373,153.33356881141663,50.61571387946606,232.10177636146545,50.123820170760155,295.8705872297287,0.2925523426383734,281.0115509033203,87.10527768731117,fca2348a7eea7b507f3fff0d80044dc5.jpg
