left_eye_x,left_eye_y,right_eye_x,right_eye_y,mouth_x,mouth_y,left_ear_1_x,left_ear_1_y,left_ear_2_x,left_ear_2_y,left_ear_3_x,left_ear_3_y,right_ear_1_x,right_ear_1_y,right_ear_2_x,right_ear_2_y,right_ear_3_x,right_ear_3_y,file_names
152.08719670772552,128.28035652637482,183.56987088918686,125.45007839798927,168.66471245884895,154.0548875927925,126.963771879673,111.23254895210266,125.49140676856041,74.48439672589302,149.8015746474266,94.20054405927658,180.62374368309975,93.06923300027847,204.01009172201157,71.25954329967499,202.00784504413605,109.95965078473091,ffd34833387ff1b2ea4b8f93b8935b9c.jpg
160.1961851119995,185.28620898723602,209.6654176712036,184.0529441833496,183.25096368789673,245.94472348690033,131.76405429840088,147.88421988487244,125.30878186225891,69.90953534841537,163.9331877231598,112.0578944683075,205.69945871829987,111.94857954978943,244.9520379304886,65.40547311306,241.5204793214798,147.23855257034302,ff91f36ac0a302504645719511bc312c.jpg
187.56075203418732,109.65035855770111,235.26310175657272,111.45040020346642,207.9003006219864,142.2855332493782,154.55342084169388,88.59054744243622,156.8324826657772,41.955409571528435,189.63633477687836,68.3735478669405,238.308347761631,73.01010936498642,277.05059945583344,50.20727589726448,266.5242925286293,95.83988785743713,ff8d452e68b2e44d8278c700e9601afe.jpg
347.24363708496094,206.0635528564453,480.1670379638672,208.35376739501953,407.1649932861328,295.9237747192383,262.28997802734375,152.78659057617188,257.3255081176758,22.839905261993408,350.3848114013672,92.46623039245605,484.9558868408203,99.6793441772461,589.9205932617188,35.78015327453613,562.5115814208984,158.6107292175293,ff84973cca2b3a9a039e0c26e1d71060.jpg
268.23578932881355,204.20403045415878,400.22442013025284,210.61825299263,326.0070261657238,273.1432543694973,183.07150414586067,167.17938938736916,183.82818040251732,66.30241864919662,271.91711071133614,123.74641855061054,408.995831489563,135.11273443698883,515.3352459669113,90.04736495018005,481.73189133405685,185.53649297356606,ff74338d2fd502a16d3fc02aa4f95e35.jpg
217.244303047657,157.40060484409332,249.06038904190063,159.55347561836243,228.85495072603226,189.902967274189,192.0179078578949,134.04745692014694,197.2698796391487,95.76113739609718,218.6804500222206,119.359898686409,251.1744959950447,126.24367251992226,277.9099808335304,105.62552753090858,271.2344260811806,145.01096910238266,ff49fd429d0802955c0a80127626b7bf.jpg
241.24401807785034,164.13021087646484,312.605619430542,166.0226583480835,274.58295226097107,233.5035800933838,195.14265656471252,123.77779185771942,191.40808284282684,29.33197095990181,243.81010234355927,81.07060194015503,310.33405661582947,86.24491095542908,367.27452278137207,38.27047720551491,355.23131489753723,127.04761326313019,ff1b82977872b09c76903dee7b45687a.jpg
202.37530767917633,168.63304376602173,277.76649594306946,173.71806502342224,232.24464058876038,227.41901874542236,157.39566087722778,132.91463255882263,157.2960466146469,52.31870710849762,208.97378027439117,99.57994520664215,283.7854325771332,106.90329968929291,345.97665071487427,67.86121428012848,328.29445600509644,147.7334350347519,fedc495b1d2e489cf4e4355fcad77226.jpg
255.94010949134827,192.4142837524414,302.1957576274872,195.90508937835693,272.77007699012756,250.75054168701172,227.71383821964264,152.41657197475433,229.8951894044876,77.07935571670532,262.6175284385681,121.04780226945877,304.3921887874603,129.35620546340942,341.98296070098877,90.2409702539444,335.1350128650665,165.2996838092804,feac5256f8b1490bb290e9f253bf9283.jpg
226.52482986450195,215.8653736114502,257.4896514415741,218.03757548332214,237.01512813568115,250.01958012580872,203.57882976531982,193.48418712615967,208.19534361362457,154.48129177093506,228.74818742275238,177.45593190193176,257.90587067604065,182.7702671289444,285.522997379303,159.54701602458954,280.41183948516846,202.59234309196472,fe74b16e8eb634e7d082a63f4e2036a6.jpg
320.95366883277893,302.5964398384094,539.5839805603027,307.1312024593353,417.1744668483734,440.35124254226685,183.26729530096054,228.51746559143066,167.2402424812317,33.54447753727436,323.00571393966675,144.69464761018753,547.8805491924286,156.6594399213791,719.9605112075806,56.02003028988838,670.9281985759735,242.429150223732,fe4c08fd13235dc8816354a42d99133c.jpg
144.1489890217781,151.35747119784355,211.41436159610748,153.246591091156,175.14211684465408,197.3335337638855,100.89656233787537,127.86604523658752,96.34664818644524,62.99293987452984,144.28300827741623,98.7600027769804,211.98731988668442,101.71623677015305,264.97531294822693,68.35238054394722,252.46969372034073,133.13087716698647,fe2d00c985223b80b0659d307607531c.jpg
114.18502405285835,189.92912024259567,139.06200975179672,182.7089823782444,130.6135207414627,210.43270826339722,88.33211101591587,180.50647526979446,81.63420483469963,157.50060975551605,103.97126153111458,167.56607964634895,128.53742390871048,160.9223149716854,146.6364674270153,140.10799303650856,149.28178489208221,168.56758296489716,fe07e71a06d37c4a8b25e85e008602b1.jpg
173.21941256523132,203.73839139938354,242.45566129684448,198.99320602416992,208.33799242973328,248.0301707983017,119.9384555220604,181.30657076835632,112.60993033647537,120.39685994386673,166.08308255672455,153.03745865821838,236.37382686138153,149.93156492710114,289.5265221595764,111.07788980007172,280.7845175266266,175.02574622631073,fe000d146fce6b8ff03097b2013acb49.jpg
405.07220458984375,492.5499572753906,583.3853759765625,505.3956298828125,477.4861145019531,634.6348266601562,295.0635986328125,409.5394287109375,291.6759338378906,223.6099395751953,414.7879638671875,331.53558349609375,593.863525390625,351.1979064941406,742.52783203125,254.14031982421875,702.0328979492188,444.6667175292969,fd7b6642b0e0629c09be868dd58f97d9.jpg
131.46183639764786,136.0703408718109,208.17647874355316,134.41608846187592,170.35477235913277,203.58037948608398,79.83263209462166,102.16303914785385,67.88614578545094,9.193286765366793,127.6678517460823,58.68691764771938,202.60736346244812,57.77987278997898,261.5422010421753,6.177011411637068,251.10628455877304,95.63269838690758,fd70abdd1847fb506abc52e0f3555c46.jpg
